homelat,homelon,homecontinent,n
-14.3,-178.1,Australia,10
-14.3,-171.2,NA,1
-14.3,-170.7,Australia,1
-14.2,-51.9,South America,1366
-14.2,-39,South America,2
-14.1,-75.7,South America,1
-13.9,-171.8,Australia,1
-13.9,-40.1,South America,2
-13.8,-172.1,NA,2
-13.7,-39.1,South America,4
-13.5,-72,South America,8
-13.4,-39.1,South America,2
-13.3,34.3,Africa,1
-13.1,27.8,Africa,1
-13,-76.5,NA,2
-13,-38.5,NA,52
-12.9,-39.3,South America,5
-12.9,-38.5,South America,8
-12.9,-38.3,South America,42
-12.8,-38.4,South America,4
-12.8,-38.2,NA,2
-12.8,45.2,Europe,3
-12.7,-38.3,South America,2
-12.6,-41.7,South America,21
-12.5,17.6,Africa,1
-12.5,130.8,NA,6
-12.4,-76.8,South America,2
-12.3,-76.8,South America,3
-12.3,-76.3,South America,232
-12.3,-39,South America,1
-12.3,49.3,Africa,5
-12.2,-76.9,South America,1
-12.1,-77.1,South America,11
-12.1,-77,South America,322
-12.1,-76.9,South America,1
-12.1,-38.4,South America,1
-12,-77.1,South America,7
-12,-77,South America,118
-12,-76.9,South America,5
-11.7,-77.1,South America,1
-11.2,17.9,Africa,3
-10.9,-37.1,South America,16
-10.8,-67,South America,1
-10.7,-37.1,South America,1
-10.4,105.7,Australia,4
-10.2,-48.3,South America,2
-10,-67.8,South America,3
-9.9,-76.2,South America,1
-9.6,-35.7,NA,26
-9.6,156.5,NA,1
-9.6,160.2,Australia,1
-9.5,147.2,Australia,15
-9.5,150.7,Australia,2
-9.4,147.2,Australia,1
-9.2,-75,South America,252
-9.1,-78.6,South America,1
-8.9,-140,NA,5
-8.8,-124.5,NA,18
-8.8,-55.5,South America,31
-8.8,-37,South America,6
-8.8,13.3,Africa,3
-8.8,34.5,Africa,9
-8.8,115.1,NA,2
-8.8,115.2,NA,4
-8.8,116.8,NA,4
-8.7,115.2,Asia,149
-8.7,115.3,Asia,2
-8.7,115.4,NA,27
-8.7,116.3,Asia,20
-8.7,117.4,Asia,1
-8.7,121.1,Asia,1
-8.6,115.1,Asia,17
-8.6,115.2,Asia,4
-8.6,115.3,Asia,6
-8.6,116.1,Asia,1
-8.5,-35,South America,1
-8.5,115.3,Asia,8
-8.5,116.1,NA,1
-8.4,115.1,Asia,2
-8.3,-36,South America,2
-8.3,-35,South America,4
-8.3,115.1,Asia,1631
-8.3,157.3,NA,31
-8.2,-79,South America,4
-8.2,-34.9,South America,3
-8.2,113.7,Asia,2
-8.2,114.4,Asia,3
-8.1,-79.1,South America,3
-8.1,-79,South America,29
-8.1,-78.5,South America,7
-8.1,-34.9,South America,2
-8.1,111.1,Asia,1
-8.1,112,Asia,2
-8.1,112.1,Asia,1
-8.1,115.1,Asia,5
-8,-50,South America,1
-8,-34.9,South America,203
-8,-34.8,NA,2
-8,110.6,Asia,3
-8,112.6,Asia,11
-7.9,-14.4,Africa,1
-7.8,108.5,Asia,1
-7.8,108.5,NA,1
-7.8,110.4,Asia,63
-7.7,108.5,Asia,4
-7.7,108.7,Asia,1
-7.7,109,Asia,1
-7.7,110.3,Asia,1
-7.7,110.4,Asia,1
-7.6,-37.5,South America,1
-7.6,110.8,Asia,1
-7.6,112.3,Asia,2
-7.6,158.8,NA,14
-7.5,110.8,Asia,2
-7.5,112.2,Asia,3
-7.5,112.7,Asia,3
-7.4,107.2,Asia,4
-7.4,109.2,Asia,1
-7.4,109.6,Asia,1
-7.3,107.8,Asia,2
-7.3,112.8,NA,16
-7.2,-78.5,South America,1
-7.2,-39.3,South America,1
-7.2,-39.1,South America,1
-7.2,-35.9,South America,2
-7.2,110.1,Asia,1
-7.1,-49.9,South America,3
-7.1,-34.9,South America,1
-7.1,-34.8,South America,14
-7.1,107.6,Asia,1
-7.1,107.7,Asia,9
-7.1,107.8,Asia,2
-7,106.5,Asia,6
-7,110.4,Asia,4
-7,113.2,Asia,1
-6.9,107.6,Asia,112
-6.9,109.1,Asia,1
-6.9,110.4,NA,1
-6.9,110.7,Asia,2
-6.8,-79.8,South America,7
-6.8,-39.3,South America,1
-6.8,39.2,Africa,9
-6.8,106,Asia,1
-6.7,-38.4,South America,1
-6.7,106.9,Asia,1
-6.7,147,Australia,1
-6.6,106.6,Asia,2
-6.6,106.8,Asia,13
-6.6,111.1,Asia,2
-6.4,-35.1,South America,1
-6.4,-35,South America,2
-6.4,106.7,Asia,1
-6.4,106.8,Asia,4
-6.4,106.9,Asia,2
-6.4,107,Asia,2
-6.3,-36.5,South America,2
-6.3,106.7,Asia,4
-6.3,106.8,Asia,12
-6.3,107.3,Asia,1
-6.3,107.8,Asia,1
-6.3,144,Australia,19
-6.2,-35,NA,1
-6.2,35.8,Africa,1
-6.2,39.3,Africa,1
-6.2,106.7,Asia,6
-6.2,106.8,Asia,50
-6.2,106.9,Asia,16
-6.2,107,Asia,2
-6.2,155.6,Australia,2
-6.1,-77.1,South America,4
-6.1,106.2,Asia,1
-6.1,106.8,Asia,1
-5.9,-35.3,South America,2
-5.9,-35.2,South America,3
-5.9,39.3,Africa,1
-5.8,-35.2,South America,94
-5.5,-39.3,South America,26
-5.4,105.3,Asia,1
-5.2,-37.3,South America,1
-5.2,103.9,Asia,2
-5.2,119.5,Asia,1
-5.1,-42.8,South America,8
-5.1,-35.6,South America,4
-5.1,119.4,Asia,3
-5,-47.5,South America,3
-5,-45.3,South America,2
-4.9,-80.7,South America,1
-4.8,119.6,Asia,49
-4.7,-37.4,South America,1
-4.7,55.5,Africa,9
-4.6,-69.5,South America,1
-4.6,-37.8,South America,2
-4.6,105.4,Asia,2
-4.5,-37.8,South America,10
-4.4,-61.3,South America,94
-4.4,55.8,NA,2
-4.4,55.9,NA,7
-4.1,-81,South America,2
-4.1,-79,South America,1
-4,-79.2,South America,1
-3.9,-38.6,South America,1
-3.8,-38.5,South America,6
-3.8,-32.4,NA,1
-3.7,-38.7,South America,3
-3.7,-38.5,South America,193
-3.7,-38.5,NA,4
-3.6,-38.7,South America,1
-3.5,-62.2,South America,3
-3.5,39.9,NA,1
-3.5,116,Asia,1
-3.4,-72.5,South America,1
-3.4,29.9,Africa,1
-3.4,36.7,Africa,1
-3.3,40,NA,1
-3.1,-60,South America,14
-3,104.8,Asia,3
-2.9,-79,South America,17
-2.9,-41.8,South America,5
-2.9,-40.8,South America,1
-2.9,-40.5,South America,1
-2.8,-78.8,South America,1
-2.8,-42.8,South America,6
-2.7,-79.6,South America,1
-2.7,-78.8,South America,1
-2.6,-80.4,South America,1
-2.6,29.6,Africa,1
-2.5,-44.3,South America,6
-2.5,-43.1,South America,2
-2.3,-78.1,South America,1
-2.3,40.9,NA,1
-2.2,-81,NA,1
-2.2,-80.9,South America,12
-2.2,-79.9,South America,166
-2.2,-79.9,NA,1
-2.2,115.7,Asia,11
-2.1,-79.9,NA,2
-2.1,25.9,Africa,1
-2,-79.9,South America,19
-2,-79.7,South America,13
-1.8,-80.8,South America,39
-1.8,-79.5,South America,2
-1.8,-78.2,South America,196
-1.8,-53.5,South America,1
-1.7,-80.8,South America,2
-1.7,-78.7,South America,6
-1.5,-48.5,NA,14
-1.5,37.3,Africa,1
-1.4,-48.5,NA,2
-1.4,98.9,Asia,33
-1.4,121.4,Asia,1
-1.3,-46,South America,1
-1.3,36.8,Africa,81
-1.3,36.9,Africa,1
-1.2,36.7,Africa,1
-1.2,36.8,Africa,2
-1.2,116.9,NA,1
-1.1,-80.5,South America,72
-1.1,37,Africa,1
-1,-91,South America,23
-1,-80.7,South America,22
-1,-79.5,South America,1
-0.9,-89.4,South America,1
-0.9,-78.6,South America,1
-0.9,100.4,Asia,4
-0.9,119.9,Asia,3
-0.8,113.9,Asia,110
-0.6,-90.3,South America,12
-0.6,-80.4,South America,1
-0.6,101.3,Asia,87
-0.5,-80.5,NA,2
-0.5,37.3,Africa,1
-0.5,117.1,Asia,2
-0.4,34.2,Africa,1
-0.3,-79.2,South America,1
-0.3,-78.5,South America,2
-0.3,103.2,Asia,1
-0.3,111.5,Asia,1
-0.2,-79.2,South America,1
-0.2,-78.5,South America,52
-0.1,-78.5,South America,1
-0.1,-78.4,South America,1
0,-78.5,South America,1
0,-51.1,South America,4
0,37.1,Africa,1
0,37.9,Africa,2
0,109.3,Asia,2
0.1,-80.1,South America,3
0.1,-51.1,South America,1
0.2,6.6,Africa,2
0.3,-78.1,South America,2
0.3,32.6,Africa,6
0.4,9.5,Africa,1
0.5,-80,South America,2
0.5,-77.9,South America,1
0.5,102.7,Asia,37
0.5,116.4,Asia,4
0.6,97.8,Asia,4
0.6,124,Asia,1
0.7,10,Africa,1
0.7,30.3,Africa,1
0.9,-79.8,South America,2
0.9,-52,South America,2
1,-79.7,South America,5
1,104,Asia,1
1,114.6,Asia,2
1.1,97.5,Asia,1
1.1,104,Asia,1
1.1,120.8,Asia,1
1.3,103.7,Asia,1
1.3,103.8,Asia,14
1.3,103.9,Asia,6
1.4,103.8,Asia,98
1.4,103.9,Asia,10
1.5,103.7,Asia,3
1.5,103.8,Asia,5
1.5,124.8,Asia,3
1.6,110.4,Asia,2
2,45.3,Africa,1
2,73.5,NA,150
2.1,99.5,Asia,1
2.1,103.4,Asia,1
2.2,102.2,NA,4
2.5,101.8,NA,1
2.6,102,Asia,1
2.7,11.7,Africa,3
2.8,-60.7,South America,2
2.8,95.9,Asia,4
3,99.1,Asia,1
3,101.7,Asia,9
3.1,101.5,Asia,5
3.1,101.6,Asia,16
3.1,101.7,Asia,27
3.1,101.8,Asia,1
3.2,101.5,Asia,1
3.2,101.7,Asia,3
3.3,101.7,Asia,2
3.4,-76.5,South America,3
3.4,98.7,Asia,1
3.5,-76.5,South America,47
3.6,98.7,Asia,6
3.6,101.7,Asia,28
3.8,-76.6,South America,1
3.8,11.5,Africa,1
3.8,103.2,Asia,2
3.8,103.3,Asia,3
3.9,-75.5,South America,6
3.9,-74.9,South America,1
3.9,-56,South America,2
3.9,-53.1,NA,2
3.9,73.5,NA,4
4,-73.8,South America,1
4,13.9,Africa,1
4.2,10.1,Africa,2
4.2,73.5,Asia,8
4.2,102,Asia,40
4.4,-75.2,South America,5
4.4,73.7,NA,2
4.5,-75.7,South America,1
4.5,114.7,Asia,6
4.6,-75.6,South America,1
4.6,-74.3,South America,122
4.6,-74.1,South America,3
4.6,11.7,Africa,30
4.6,114.3,Asia,1
4.7,-74.1,South America,174
4.7,-74,South America,1
4.7,96.7,Asia,7
4.8,-75.7,South America,2
4.8,-74.3,South America,3
4.8,24.6,Africa,1
4.9,-74,South America,1
4.9,-73.9,South America,2
4.9,-58.9,South America,1
4.9,-52.3,NA,4
4.9,-1.9,Africa,2
4.9,-1.8,Africa,5
5,-75.5,South America,1
5,7,Africa,1
5,8.3,Africa,2
5.1,-75.5,South America,1
5.1,100.5,Asia,1
5.2,9.4,Africa,8
5.2,97.1,Asia,1
5.3,-4,Africa,1
5.3,73,NA,1
5.3,103.1,Asia,3
5.4,100.3,NA,1
5.5,-87.1,NA,1
5.5,-0.4,Africa,1
5.5,7,Africa,1
5.5,95.2,NA,1
5.5,102.2,Asia,4
5.6,-0.2,Africa,25
5.6,-0.1,Africa,1
5.7,-77.3,South America,2
5.7,-0.3,Africa,1
5.7,0,Africa,1
5.7,7.4,Africa,1
6,80.2,NA,3
6,80.4,Asia,8
6,102.1,Asia,1
6,124.6,NA,1
6.1,5,Africa,3
6.1,80.2,Asia,33
6.1,100.4,Asia,1
6.1,125.2,Asia,3
6.2,-75.6,South America,44
6.2,-75.2,South America,1
6.2,1.2,Africa,1
6.4,-66.6,South America,950
6.4,-63.6,South America,9
6.4,3.2,Africa,9
6.5,3.3,Africa,1
6.5,3.4,Africa,29
6.5,3.4,NA,2
6.5,3.5,NA,1
6.5,3.6,Africa,2
6.5,10.4,Africa,1
6.5,101.5,Asia,1
6.6,7.5,Africa,1
6.7,-1.6,Africa,5
6.7,2.2,Africa,1
6.9,79.9,Asia,19
6.9,81.8,Asia,1
6.9,158.2,Australia,2
7,100.5,Asia,1
7,125.6,NA,1
7.1,-73.1,South America,11
7.1,-69.5,South America,1
7.1,80,Asia,5
7.2,79.9,Asia,1
7.2,125.5,Asia,21
7.3,-80.5,South America,14
7.3,80.6,Asia,2
7.3,99.3,NA,1
7.3,126.1,Asia,2
7.4,-80.2,South America,4
7.4,3.9,Africa,2
7.4,12.4,Africa,18
7.4,125.8,Asia,1
7.5,-80.1,South America,6
7.5,-61.9,South America,2
7.5,-5.5,Africa,7
7.6,-80.4,South America,1
7.7,-80.6,South America,1
7.7,-62.6,South America,3
7.8,-80.7,South America,1
7.8,-80.3,South America,2
7.8,-72.4,South America,5
7.8,-72.2,South America,9
7.8,6.7,Africa,1
7.8,98.3,Asia,2
7.8,98.3,NA,2
7.9,-72.5,South America,2
7.9,-72.1,South America,9
7.9,-67.5,South America,1
7.9,-1,Africa,13
7.9,80.8,Asia,106
7.9,98.3,Asia,3
8,-80.5,South America,1
8,-75.6,South America,2
8,79.8,Asia,2
8,98.3,Asia,24
8,124.7,Asia,1
8,125.3,Asia,2
8.1,-71.7,South America,4
8.1,-63.6,South America,12
8.2,77.4,Asia,1
8.2,79.8,NA,37
8.2,123.8,Asia,1
8.2,124.2,Asia,1
8.3,-82.9,South America,1
8.3,-62.8,South America,17
8.3,-62.7,South America,4
8.4,-83.1,NA,4
8.4,-71.8,South America,2
8.4,-62.6,South America,2
8.4,77,Asia,1
8.4,123.3,Asia,1
8.5,-80.8,South America,512
8.5,-79.9,South America,4
8.5,-71.2,South America,2
8.5,-11.8,Africa,5
8.5,76.9,Asia,1
8.5,77,Asia,2
8.5,123.3,Asia,3
8.5,123.8,Asia,1
8.5,124.6,Asia,15
8.6,-82.4,South America,1
8.6,-80.4,South America,6
8.6,-79.9,South America,14
8.6,-71.7,South America,1
8.6,-71.2,South America,50
8.6,-71.1,South America,1
8.6,-70.2,South America,2
8.6,-64,South America,6
8.6,0.8,Africa,3
8.7,-82.4,South America,1
8.7,-74,South America,2
8.7,-66.2,South America,24
8.7,76.7,Asia,3
8.7,77.8,Asia,2
8.8,-83.3,South America,1
8.8,-82.4,South America,2
8.8,-75.9,South America,14
8.8,7.9,Africa,1
8.9,-79.9,South America,3
8.9,-67.4,South America,2
8.9,-64.2,South America,2
8.9,-12,Africa,1
8.9,7.2,Africa,1
9,-79.5,South America,92
9,-71.3,South America,1
9,38.8,Africa,1
9.1,-79.5,South America,1
9.1,-79.4,South America,3
9.1,-74.4,South America,1
9.1,-69.1,South America,2
9.1,7.4,Africa,1
9.1,8.7,Africa,26
9.1,126.2,Asia,2
9.2,-83.7,South America,37
9.2,-75.8,South America,4
9.2,-66,South America,1
9.2,124.7,Asia,2
9.3,-83.9,South America,9
9.3,-70.6,South America,2
9.3,-64.3,South America,2
9.3,123.3,Asia,2
9.4,-84.2,South America,1
9.4,-84.1,NA,2
9.4,-82.5,South America,4
9.4,-76,South America,17
9.4,-70.4,South America,4
9.4,-67.1,South America,1
9.4,-64.5,South America,1
9.5,-84.3,South America,1
9.5,78.6,Asia,1
9.5,100,Asia,4
9.6,-85.2,South America,11
9.6,-85.1,South America,2
9.6,-84.6,South America,3
9.6,-84.6,NA,33
9.6,-82.7,South America,2
9.6,-69.2,South America,4
9.7,-83.8,South America,985
9.7,-82.8,South America,1
9.7,-68.6,South America,2
9.7,-63.2,South America,2
9.7,118.7,Asia,3
9.8,-85.3,South America,1
9.8,-75.9,NA,1
9.8,-69.8,South America,1
9.8,-69.6,South America,1
9.8,106.3,Asia,2
9.8,126,Asia,18
9.8,126.2,Asia,1
9.8,126.2,NA,4
9.9,-85.7,NA,18
9.9,-85.6,NA,5
9.9,-84.2,South America,4
9.9,-84.1,South America,136
9.9,-84,South America,3
9.9,-83.9,South America,7
9.9,-68.3,South America,1
9.9,-67.4,South America,24
9.9,-9.7,Africa,2
9.9,76.3,NA,6
9.9,76.5,Asia,1
9.9,78,Asia,3
9.9,78.1,Asia,1
10,-84.8,NA,16
10,-84.7,South America,4
10,-84.2,South America,15
10,-84.1,South America,14
10,-84,South America,19
10,-83,South America,7
10,-72.5,South America,25
10,-69.6,South America,1
10,76.3,Asia,8
10,118.8,Asia,12
10.1,-74.1,South America,2
10.1,-69.3,South America,33
10.1,-68,South America,12
10.1,-64.7,South America,10
10.1,-64.6,South America,1
10.1,124.3,Asia,1
10.2,-85.8,NA,141
10.2,-83.8,South America,1
10.2,-71.3,South America,1
10.2,-68.6,South America,1
10.2,-68,South America,91
10.2,-67.9,South America,18
10.2,-67.6,South America,40
10.2,-67.5,South America,3
10.2,-67.4,South America,1
10.2,-67.3,South America,21
10.2,-66.9,South America,9
10.2,-66.7,South America,1
10.2,-64.7,NA,11
10.2,-64.6,South America,10
10.2,76.2,Asia,1
10.2,76.4,Asia,2
10.2,123.8,Asia,1
10.3,-85.8,South America,25
10.3,-84.4,South America,2
10.3,-68.7,South America,8
10.3,-68,South America,10
10.3,-67.9,South America,1
10.3,-67.8,South America,2
10.3,-67.7,South America,1
10.3,-67.6,South America,2
10.3,-67,South America,9
10.3,-66.7,South America,2
10.3,-66.4,South America,5
10.3,-64.4,South America,2
10.3,123.8,Asia,5
10.3,123.9,Asia,44
10.3,124,NA,3
10.4,-85.8,South America,1
10.4,-84.6,South America,1
10.4,-75.5,South America,10
10.4,-68.7,South America,10
10.4,-67.3,South America,1
10.4,-67,South America,4
10.4,-66.9,South America,2
10.4,-66.8,South America,6
10.4,-64.2,South America,35
10.4,-63.3,South America,7
10.4,-61.2,South America,2
10.4,123.9,Asia,2
10.5,-83.9,South America,1
10.5,-71.7,South America,1
10.5,-68,South America,6
10.5,-67.6,South America,17
10.5,-67,South America,35
10.5,-66.9,South America,1059
10.5,-66.8,South America,29
10.5,-66.6,South America,14
10.5,-66.1,South America,3
10.5,-64.2,NA,2
10.5,-61.4,South America,1
10.5,7.4,Africa,1
10.5,76.2,Asia,1
10.5,99.2,Asia,1
10.6,-85.7,South America,364
10.6,-85.4,South America,26
10.6,-67,South America,5
10.6,-66.9,South America,13
10.6,-66.7,South America,18
10.6,-63.3,South America,2
10.6,-62.3,NA,1
10.6,-61.1,South America,1
10.6,10.1,Africa,1
10.6,14.7,Africa,1
10.6,123,Asia,3
10.6,123.9,Asia,6
10.7,-84.4,South America,2
10.7,-74.9,South America,4
10.7,-71.7,South America,24
10.7,-71.6,South America,10
10.7,-61.5,South America,12
10.7,-61.2,South America,29
10.7,106.7,Asia,2
10.7,122.6,NA,6
10.8,-63.9,NA,6
10.8,106.6,Asia,23
10.9,-64.1,South America,1
10.9,-64,South America,24
10.9,76.1,Asia,1
10.9,76.3,Asia,2
10.9,108.3,NA,4
10.9,123.3,Asia,1
11,-75,South America,11
11,-74.8,South America,31
11,-63.9,South America,67
11,-63.8,NA,1
11,77,Asia,4
11,122.5,Asia,1
11,125.7,NA,1
11.1,-63.9,NA,6
11.1,77.3,Asia,16
11.1,78.7,Asia,2
11.2,-74.2,NA,2
11.2,-69.9,South America,4
11.2,-68.6,South America,2
11.2,5,Africa,1
11.2,119.5,Asia,3
11.2,123.7,Asia,6
11.3,-85.9,South America,17
11.3,75.8,Asia,1
11.3,106.5,Asia,1
11.3,124.5,Asia,1
11.3,125,Asia,2
11.4,-86.1,South America,6
11.4,-86,South America,2
11.4,-86,NA,40
11.4,-85.9,South America,1
11.4,-69.7,South America,3
11.4,77.6,Asia,2
11.4,79.8,Asia,1
11.5,-86.1,South America,35
11.5,104.9,Asia,5
11.6,-72.9,South America,1
11.7,-70.2,South America,8
11.8,-70,South America,1
11.9,-86.6,NA,10
11.9,-86,South America,4
11.9,-69.8,NA,221
11.9,-66.8,NA,17
12,-86.1,South America,4
12,121.9,NA,26
12.1,-86.7,NA,2
12.1,-86.3,South America,8
12.1,-86.2,South America,31
12.1,-68.3,Europe,1
12.1,-61.7,South America,9
12.1,75.2,Asia,2
12.2,-69,South America,10
12.2,-68.3,Europe,7
12.2,-68.2,Europe,13
12.2,-1.6,Africa,1
12.3,76.7,Asia,3
12.3,121.9,Asia,1
12.4,-86.9,South America,1
12.4,13.8,Africa,3
12.5,-70,South America,6
12.5,-70,NA,1
12.5,75,Asia,2
12.5,75.1,Asia,1
12.6,-87.3,NA,3
12.6,-81.7,NA,1
12.6,-70.1,South America,1
12.6,105,Asia,7
12.7,-87.4,NA,34
12.7,78.6,Asia,2
12.7,101.1,Asia,1
12.8,-85.9,South America,2
12.8,-85.6,South America,8
12.9,-85.2,South America,140
12.9,30.2,Africa,1
12.9,74.9,Asia,8
12.9,77.5,Asia,1
12.9,77.6,Asia,5
12.9,80,Asia,2
12.9,80.1,Asia,1
12.9,100.9,NA,5
12.9,121.8,NA,311
12.9,124.1,Asia,2
13,74.9,Asia,2
13,77.6,Asia,98
13,77.7,Asia,6
13,79.9,Asia,1
13,80.2,Asia,12
13,99.9,Asia,1
13,122,NA,8
13.1,-59.6,South America,1
13.1,-59.5,South America,1
13.1,-59.5,NA,13
13.1,77.6,Asia,1
13.1,80.2,Asia,1
13.1,80.3,Asia,43
13.1,123.7,Asia,1
13.2,-59.6,South America,29
13.2,-59.5,South America,297
13.2,77.7,Asia,1
13.2,100.9,NA,1
13.3,-81.4,NA,1
13.3,121.9,Asia,1
13.3,123.6,Asia,2
13.4,-88.6,South America,1
13.4,101,Asia,2
13.4,144.8,Australia,9
13.5,-89.4,NA,1
13.5,-88.2,South America,2
13.5,-86.5,South America,2
13.5,144.8,Australia,2
13.6,-89.4,South America,1
13.6,-89.3,South America,2
13.6,123.2,Asia,1
13.6,123.3,Asia,1
13.6,144.9,Australia,1
13.7,-89.4,South America,6
13.7,-89.3,South America,5
13.7,-89.2,South America,119
13.7,100.5,Asia,8
13.7,100.8,Asia,6
13.8,-88.9,South America,584
13.8,-88.1,South America,1
13.8,100.4,Asia,10
13.8,100.5,Asia,53
13.8,100.6,Asia,13
13.8,100.7,Asia,8
13.8,121.1,Asia,2
13.9,-91.1,South America,2
13.9,-90.5,NA,2
13.9,-89.5,South America,1
13.9,-61,South America,26
13.9,121.6,Asia,2
13.9,121.9,Asia,1
14,-89.6,South America,3
14,100.8,Asia,1
14.1,-86.4,South America,1
14.1,108.3,Asia,39
14.1,121.1,Asia,1
14.1,121.5,Asia,2
14.1,123,Asia,1
14.2,100,Asia,1
14.2,120.9,Asia,2
14.2,121.1,Asia,11
14.3,120.9,Asia,2
14.3,121,Asia,4
14.3,121.1,Asia,1
14.4,-90.7,South America,1
14.4,120.8,Asia,1
14.4,121,Asia,20
14.5,-61,Europe,3
14.5,-14.5,Africa,1
14.5,120.9,NA,4
14.5,121,Asia,25
14.5,121.1,Asia,7
14.6,-90.7,South America,4
14.6,-90.6,South America,6
14.6,-90.5,South America,8
14.6,-61.1,Europe,3
14.6,-61.1,NA,1
14.6,-61,Europe,121
14.6,120.6,Asia,8
14.6,121,Asia,358
14.6,121.1,Asia,36
14.7,-61.2,Europe,12
14.7,-61,Europe,1
14.7,-60.9,NA,1
14.7,78.6,Asia,2
14.7,101.4,Asia,1
14.7,121,Asia,45
14.7,121.1,Asia,13
14.7,121.2,Asia,1
14.8,-17.4,Africa,12
14.8,100.7,Asia,1
14.8,120.3,Asia,6
14.8,121,Asia,6
14.8,121.2,Asia,1
14.9,-92.3,South America,1
14.9,-91.5,South America,1
15,102.1,Asia,1
15,103.1,Asia,1
15,120.7,Asia,1
15,120.9,Asia,1
15,121.2,Asia,2
15.1,-23.6,Africa,32
15.1,105.8,Asia,283
15.1,120.1,Asia,2
15.1,120.6,Asia,5
15.2,-86.2,South America,4
15.2,145.7,Australia,2
15.3,74,Asia,1
15.3,74.1,Asia,21
15.3,75.7,Asia,1
15.3,76.5,Asia,2
15.4,-61.4,South America,2
15.4,75.1,Asia,1
15.4,120.5,Asia,1
15.5,73.8,NA,1
15.6,73.8,NA,1
15.7,-96.5,South America,16
15.7,73.7,Asia,1
15.7,121.6,Asia,2
15.8,-97.1,South America,2
15.8,-96.3,South America,6
15.8,-96.1,South America,2
15.8,-90.2,South America,48
15.8,-87.5,South America,3
15.9,-97.1,South America,82
15.9,-96.5,South America,1
15.9,79.7,Asia,2
15.9,101,Asia,54
16.1,-97.4,South America,1
16.1,-97.1,South America,1
16.1,-86.9,NA,1
16.1,108.2,Asia,1
16.1,120.5,Asia,2
16.2,-95.2,South America,5
16.2,-92.1,South America,1
16.2,-61.6,Europe,6
16.2,-61.4,NA,2
16.3,-95.2,South America,1
16.3,-61.8,NA,1
16.3,-61.6,NA,32
16.4,73.8,Asia,1
16.4,102.8,Asia,3
16.4,120.6,Asia,6
16.5,-61.5,Europe,1
16.5,75.3,Asia,1
16.6,-98.8,South America,1
16.6,-98.2,South America,2
16.6,-98,South America,1
16.6,-95.2,South America,1
16.6,-93,South America,1
16.6,-22.9,NA,19
16.6,120.3,Asia,1
16.7,-98.4,South America,14
16.7,-92.6,South America,3
16.7,74.2,Asia,18
16.8,-99.9,South America,1
16.8,-99.8,South America,3
16.8,-93.1,South America,8
16.8,-3,Africa,2
16.8,94.7,Asia,1
16.9,-99.9,South America,1
16.9,-99.8,South America,189
16.9,96.2,Asia,1
17,-96.6,South America,1
17,-96.5,South America,5
17,54.1,Asia,1
17,121.7,Asia,1
17.1,-96.8,South America,2
17.1,-96.7,South America,108
17.1,-61.8,South America,3
17.1,42.4,Asia,1
17.2,-88.5,South America,2
17.2,78.4,Asia,1
17.3,-62.8,South America,59
17.3,76.8,Asia,1
17.4,-99.5,South America,37
17.4,-62.8,South America,77
17.4,78.4,Asia,1
17.4,78.5,Asia,35
17.4,102.8,Asia,1
17.5,-94.5,South America,1
17.6,-101.6,South America,23
17.6,-101.5,South America,1
17.6,-99.5,South America,20
17.6,44.2,Asia,1
17.6,120.4,Asia,3
17.7,-101.6,South America,144
17.7,-64.8,South America,3
17.7,-64.7,South America,1
17.7,83.2,Asia,9
17.7,83.3,Asia,1
17.8,-101.7,NA,13
17.8,-97.8,South America,2
17.8,-92.6,South America,5
17.8,73.2,Asia,1
17.8,76,Asia,6
17.8,121.4,Asia,1
17.9,-77.7,NA,4
17.9,-66.2,NA,4
17.9,-62.8,Europe,53
17.9,-62.8,NA,3
17.9,77.5,Asia,2
18,-102.4,NA,1
18,-102.2,NA,6
18,-95.5,South America,1
18,-94.6,South America,1
18,-92.9,South America,16
18,-92.8,South America,1
18,-76.9,South America,2
18,-76.8,South America,28
18,-71.7,South America,2
18,-66.9,South America,1
18,-66.6,South America,6
18,-66.1,South America,24
18,-63.1,Europe,14
18,79.6,Asia,2
18.1,-96.1,South America,1
18.1,-94.5,South America,2
18.1,-94.4,South America,3
18.1,-77.3,South America,16
18.1,-67.1,South America,1
18.1,-66.5,South America,1
18.1,-66.2,South America,1
18.1,-65.4,South America,4
18.1,-63.1,Europe,9
18.2,-96.1,South America,1
18.2,-72.5,South America,1
18.2,-71.1,South America,4
18.2,-66.6,South America,185
18.2,-66.2,South America,1
18.2,-66,South America,22
18.2,-63.1,South America,10
18.2,120.7,Asia,1
18.3,-99.6,South America,1
18.3,-77.3,South America,2
18.3,-72.4,South America,1
18.3,-70.3,South America,26
18.3,-67.2,South America,9
18.3,-67.2,NA,1
18.3,-67.1,South America,1
18.3,-66.7,South America,2
18.3,-66.4,South America,2
18.3,-66,South America,2
18.3,-65.8,South America,2
18.3,-65.7,South America,4
